label,text
health,A right hemicolectomy was performed which revealed a TUBULOVILLOUS ADENOMA with HIGH GRADE DYSPLASIA located in the ascending colon and a diffuse ischemic colitis 
health,Lacunes consist of small vascular lesions with a volume of between 2 and about 30 mm These lacunar infarctions are determined by an ISCHEMIA caused by obstructive diseases of small terminal VESSELS in the deep areas of the brain 
health,Higuchi T Shimizu T Mori H et al Coagulation patterns of DISSEMINATED INTRAVASCULAR COAGULATION in ACUTE PROMYELOCYTIC LEUKEMIA
health,In addition to the characterization of the degree of inflammation and fibrosis the evaluation of a LIVER BIOPSY SPECIMEN from a patient with CHRONIC HEPATITIS includes a description of all of the findings present e g steatosis bile duct changes granulomas type of inflammatory cells presence of iron and Mallory hyaline or a notation of their absence 
health,PDGFRA PDGFRB and EGFR were immunohistochemically biochemically cytogenetically and mutationally analyzed along with the detection of their cognate ligands in 16 NEUROFIBROMATOSIS TYPE 1 NF1 related and 11 sporadic MPNSTS
health,CASE SCENARIO A 30 year old man with ACUTE MYELOCYTIC LEUKEMIA failed to respond to induction therapy with cytosine arabinoside and idarubicin and received salvage chemotherapy with fludarabine CYTOSINE ARABINOSIDE G CSF and idarubicin 
health,This review summarizes the current knowledge of the function of microRNAs in the developing and adult NERVOUS SYSTEM and their potential contribution to the etiology of NEUROLOGICAL DISEASES
health,106 b Advise such women that the vaccine should only be used during PREGNANCY in rare circumstances and that efforts should be made to postpone travel to YELLOW FEVER endemic areas until after delivery 
health,Medications associated with PPD are reviewed and the patient s use of mesalamine and BALSALAZIDE for ULCERATIVE COLITIS are deemed potential triggers given their relative similarity to aspirin a known trigger of PPD 
health,The objective of this study was to compare the clinical and electroencephalographic features of two groups of children with BENIGN EPILEPSY of childhood with rolandic spikes those in whom seizure control was attained either without the use of medication or with a single medication group 1 and those requiring two medications for SEIZURE control group 2 
health,1 Lindholm LH Ibsen H Dahlof B Devereux RB Beevers G de Faire U et al Cardiovascular morbidity and mortality in patients with diabetes in the LOSARTAN INTERVENTION FOR ENDPOINT reduction in HYPERTENSION study LIFE a randomised trial against atenolol 
health,DENTAL PLAQUES were detected in all the teeth under investigation with the exception of impacted TEETH 
health,MEDICATION OVERUSE HEADACHE usually develops insidiously and often has the features of tension type headache or chronic TENSION TYPE HEADACHE 
health,In order to objectify the degree of dysplasia results of nuclear and cellular morphometry were compared with assessed grades of DYSPLASIA in 32 COLORECTAL ADENOMATOUS POLYPS
health,The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol which combined FACTOR VIII cyclophosphamide and high dose intravenous IgG followed by regular prophylactic treatment with factor VIII 
health,In pediatric patients CUTANEOUS INVOLVEMENT is most prevalent in the form of URTICARIA PIGMENTOSA which is typically asymptomatic or minimally so with resolution by adolescence 
health,Lipton RB Stewart WF Ryan RE et al Efficacy and safety of ACETAMINOPHEN aspirin and caffeine in alleviating MIGRAINE HEADACHE PAIN
health,However increased drug clearance has been shown definitively for only a few DRUGS and improved outcome has not been demonstrated conclusively for any OVERDOSE
health,The pattern of eczema can help to distinguish endogenous dyshidrosis ATOPY causes from exogenous contact irritant and ALLERGIC DERMATITIS and the common differential diagnoses psoriasis fungus infections 
health,There is a high incidence of sciatica and of damage to the pelvic floor musculature but although the PAIN has features consistent with a NEURALGIA its cause is unknown 
health,The control strains exhibited considerable sensitivity to ofloxacin the antibiotic of choice for treating UNCOMPLICATED GONORRHEA as well as SPECTINOMYCIN and ceftriaxone 
health,Hence Balb c mice can be used as an experimental model in CARIES research provided that great care is taken in selecting and storing the BACTERIA
health,Untreated ACETABULAR DYSPLASIA following treatment for DEVELOPMENTAL DYSPLASIA OF THE HIP DDH leads to early degenerative joint disease 
health,Lower fracture risk by arranging for home safety assessment and devices to improve gait stability and by recommending tai chi or other balance exercises Arrange periodic ophthalmologic screening for cataracts posterior subcapsular and glaucoma to detect vision loss Anticipate reactivation of TUBERCULOSIS and obtain a PPD SKIN TEST before beginning high dose steroid therapy Recommend dietary modification to avoid weight gain and to monitor for hyperglycemic symptoms 
health,GVHD PROPHYLAXIS was done with cyclosporine CYA METHOTREXATE AND PREDNISONE PDN 
health,In the presence of extracellular Ca 2 simultaneous exposure to TDI and methacholine led a higher level of Ca 2 c compared to SINGLE METHACHOLINE STIMULATION that might explain that TDI induces BRONCHIAL HYPERREACTIVITY to methacholine 
health,Diseases associated to Vitamin D deficiency rickets in children and osteomalacia or osteoporosis in adults and autosomal recessive forms of INHERITED RICKETS illustrate the key role of VITAMIN D in calcium homeostasis and bone metabolism 
health,Human alpha fetoproteins were purified from umbilical cord serum and from ASCITES FLUID of a patient with HEPATOMA by affinity chromatography and their chemical compositions and terminal sequences were compared 
health,In rats with a coronary occlusion of 6 weeks duration RAMIPRIL administration significantly reduced infarct size and prevented the development of LEFT VENTRICULAR HYPERTROPHY
health,By contrast CHRONIC GRANULOCYTIC LEUKEMIA CELLS as well as normal BONE MARROW CELLS lymphocytes and monocytes contain predominantly low molecular weight less than 95 kDa tyrosine kinase substrates 
health,It is accepted that ALLERGY is not the sole cause of asthma but nonetheless HYPERSENSITIVITY TO ENVIRONMENTAL ALLERGENS is a significant triggering factor in most countries of the world 
health,We have established a pre operative diagnosis in four cases of non secretory gastric carcinoid of the body and fundus presenting as MULTIPLE POLYPS in three patients and a single POLYP MASS in the fourth patient 
health,ARTHRITIS developed in all JOINTS in which the prosthesis elongated or broke 
health,The objective of the present study was to investigate the interaction between a variation in the 5 HTTLPR and family environment in relation to smoking habits NICOTINE DEPENDENCE and NICOTINE AND COTININE LEVELS in hair samples 
health,This paper presents the results of a survey of the hypertensive patient population in a university family medicine practice to determine health beliefs patient perceptions of the severity of their condition stated levels of compliance to DRUG REGIMENS frequency of DRUG SIDE EFFECTS and frequency of physician discussions of drug side effects and diet 
health,RADIOFREQUENCY INTERSTITIAL HYPERTHERMIA has been used for PERCUTANEOUS ABLATION OF HEPATOCELLULAR CARCINOMA under ultrasound guidance in local anesthesia 
health,In one group of four pigs sensitive to MALIGNANT HYPERTHERMIA MHS a dose response to INTRAVENOUS DANTROLENE was determined by quantitation of toe twitch tension 
health,These results showed that high LAPTM4B expression was associated with progression of ovarian carcinoma and correlated with UNFAVORABLE CLINICAL OUTCOME suggesting that LAPTM4B may be a clinically useful prognostic indicator for OVARIAN CARCINOMA
health,The mutual clinical symptom was a CUTANEOUS PHOTOSENSITIVITY which is a major symptom in PORPHYRIA CUTANEA TARDA and a facultative one in porphyria variegata 
health,Ten patients were positive for antibodies to the HUMAN IMMUNODEFICIENCY VIRUS HIV three were negative for antibodies to the HUMAN IMMUNODEFICIENCY VIRUS and ten refused testing 
health,Antibodies modified on the oligosaccharides with either a peptide labeled with iodine 125 or a DIETHYLENETRIAMINEPENTAACETIC ACID chelate with indium 111 localize into target TUMORS more efficiently than the same antibody radiolabeled on either tyrosines or lysines 
health,However in patients with VARIANT ANGINA a small dose of ergonovine produced a percentage of change in diameter of 39 8 15 3 at the site of spastic occlusion included by a larger dose of ERGONOVINE compared with that of 7 0 11 9 in the remaining non spastic coronary arteries p less than 0 05 
health,Prochlorperazine was more effective than promethazine in uncomplicated nausea and VOMITING in the emergency department Keywords Prochlorperazine PROMETHAZINE Treatment emergency 
health,30 Efficacy in the acute treatment of mood episodes has yet to be fully established 31 but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder and an alternative to LITHIUM valproic acid or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER particularly in those with the bipolar 2 form of rapid cycling 
health,Forty one 30 1 women had MILD DYSPLASIA CIN 1 21 15 4 had MODERATE DYSPLASIA CIN 2 and 17 12 5 had severe dysplasia CIN 3 
health,Fifty non selected melanomas comprising ten superficial spreading melanomas five exhibiting a radial growth phase and five a VERTICAL GROWTH PHASE ten primary NODULAR MELANOMAS 30 melanoma metastases and 16 naevi were investigated by direct sequencing analysis of the AP 2alpha and c kit genes and by immunohistochemistry for the respective proteins 
health,BONE METASTASES cause severe pain PATHOLOGICAL FRACTURES and hypercalcaemia and thus are a significant clinical problem 
health,The principal underlying concepts are a children with medically refractory infantile spasms may have an area of cortical defect called the zone of cortical abnormality that causes the seizures and b INFANTILE SPASMS are usually generalized SEIZURES 
health,C Specific recommendation Consider referral to a rheumatologist for diagnostic consultation for CPPD disease pseudogout in patients with Inflammatory arthritis Osteoarthritis that appears to have an inflammatory component OSTEOARTHRITIS THAT INVOLVES JOINTS that are not usually affected by OSTEOARTHRITIS Consider referral to other specialists for patients with signs and symptoms of other underlying diseases such as Hemochromatosis Hyperparathyroidism Acromegaly See module Osteoarthritis 
health,MINOCYCLINE IS A TETRACYCLINE DERIVATIVE mainly used in the treatment of ACNE VULGARIS in young persons 
health,The purpose of the present study is to investigate whether an ethnic difference exists in the incidence of RENAL OSTEODYSTROPHY between Asian and Western countries in END STAGE RENAL DISEASE ESRD patients 
health,On cytology it was found that cancer cells in the ascites from OVARIAN MUCINOUS ADENOCARCINOMAS were HNF4 alpha positive but tumor cells in ASCITES from other types of ovarian carcinomas were negative for HNF4 alpha 
health,HDGF was more highly expressed in the lungs of IDIOPATHIC PULMONARY FIBROSIS chiefly in the epithelial cells than in control nonfibrotic LUNGS 
health,161 For pyrimethamine dosages of 25 50 mg once daily given with CLINDAMYCIN or sulfadiazine for SECONDARY PROPHYLAXIS OF TOXOPLASMOSIS 10 25 mg once daily 
health,It is suggested that in any case of PERSISTENT UNEXPLAINED PAIN of the wrist or clinical symptoms resembling those of tenosynovitis OSTEOID OSTEOMA OF THE STYLOID process of the radius or of the carpal bones should also be included in the differential diagnosis 
health,The evidence for modes of action of IBUPROFEN are considered in relation to its actions in controlling INFLAMMATION pain and fever as well as the adverse effects of the drug 
health,Diabetic ketoacidosis diagnosis DIABETIC KETOACIDOSIS treatment HYPERGLYCEMIC HYPEROSMOLAR NONKETOTIC COMA and maintenance treatment after hyperglycemic crisis 
health,DERMATITIS resulting from irritation or sensitization of the SKIN by urushiol the toxic resin of the Rhus Toxicodendron family of plants 
health,The use of intermediate and high purity FACTOR VIII products in the treatment of VON WILLEBRAND DISEASE 
health,Evidence A retrospective study showed that the nature of the COLONIC ISCHEMIA i e SPONTANEOUS ISCHEMIC COLITIS versus ischemia related to shock from other disease is predictive of mortality 
health,51 The identification of neurotransmitter pathways involved in chemotherapy INDUCED NAUSEA AND VOMITING led to development of potent ANTIEMETICS such as the serotonin antagonists ondansetron and granisetron 
health,Furthermore histological analyses verified significant HEPATOCELLULAR NECROSIS as well as enhanced myeloperoxidase staining in these LIVER specimens 
health,CLONIDINE was effective for reducing TAMOXIFEN ASSOCIATED HOT FLASHES in postmenopausal women with breast cancer Keywords Breast neoplasms Hot flashes Tamoxifen ACP Journal Club 
health,When tolerant rats are later allowed to drink milk from a bottle in AN UNINTOXICATED STATE TOLERANCE IS LOST EVEN when drug exposure is held constant by ADMINISTRATION OF THE DRUG AFTER THE TEST
health,HRT is contraindicated in women who smoke or in women with a history of an ESTROGEN DEPENDENT BREAST CANCER endometrial cancer THROMBOEMBOLIC DISEASE acute liver disease and vaginal bleeding of unknown cause 
health,26 Brucellosis Treatment of BRUCELLOSIS caused by BRUCELLA MELITENSIS 
health,1 Livelli FD Jr Johnson RA McEnany MT Sherman E Newell J BLOCK PC et al Unexplained in hospital FEVER following cardiac surgery 
health,Myoclonic epilepsy with ragged red fibers MERRF This is a progressive disease characterized by uncontrolled MUSCLE CONTRACTIONS MYOCLONIC SEIZURES dementia ataxia and myopathy which shows RAGGED RED FIBERS indicating mitochondrial proliferation with specialized stains when biopsied 
health,POSTINFLAMMATORY HYPERPIGMENTATION pityriasis rosea lichen planus fixed drug eruption Addison disease pinta syphilis macular amyloidosis HEMOCHROMATOSIS and argyria must be distinguished from EDP 
health,Patients with PHN experience a continuous burning DERMATOMAL PAIN on which brief lancinating pains may be superimposed 
health,Again it is easier to inform and instruct parents once they have been reassured that their child s FEBRILE SEIZURE does not mean that he or she has EPILEPSY
health,Organomegaly may reflect a failure in substrate degradation resulting in substrate accumulation within the organ cells eg HEPATOMEGALY in hepatic forms of GSD and many lysosomal storage diseases cardiomegaly in GSD TYPE II
health,â Rewarming may unintentionally increase DRUG CONCENTRATIONS producing DRUG TOXICITY
health,COMPLEX REGIONAL PAIN SYNDROME sometimes INVOLVES SYMPATHETICALLY MAINTAINED PAIN
health,Common features of TTP and HUS include microangiopathic hemolytic anemia THROMBOCYTOPENIA and the presence of platelet fibrin thrombi in the small vessels 
health,Other conditions that cause PANCYTOPENIA include hypoplastic myelodysplastic syndrome acute leukemia MEGALOBLASTOSIS and large granular lymphocytic leukemia 
health,â Avoid using PODOPHYLLIN podophyllotoxin and imiquimod during PREGNANCY
health,BACKGROUND Quinine is only FDA approved for the treatment of UNCOMPLICATED MALARIA caused by the parasite PLASMODIUM FALCIPARUM primarily in travelers returning from malaria endemic areas 
health,28 CYTOMEGALOVIRUS Although CYTOMEGALIC INCLUSION DISEASE of infants was recognized as a clinical entity at the turn of the 20th century the etiologic agent CMV was not isolated until the mid 1950s
health,91 93 LONG TERM LEAD EXPOSURE can result in chronic tubulointerstitial nephritis and renal insufficiency hypertension and SATURNINE GOUT from reduced renal excretion of uric acid 
health,CONCLUSION In patients with atrial fibrillation dabigatran 150 mg twice daily reduced risk for STROKE or systemic embolism more than WARFARIN and had similar rates of major hemorrhage 
health,This study excluded the 25 to 35 of patients with MIGRAINE who usually become severely incapacitated by the headache and the indeterminate number of persons who develop rebound HEADACHE that is often attributed to the overenthusiastic use of nonprescription drugs that contain caffeine 1 2 
health,182 183 184 185 188 189 190 191 192 194 b Risk of major congenital malformations is substantially increased with use of VALPROIC ACID compared with other antiepileptic drugs during PREGNANCY
health,Ectopic Pregnancy Consider the possibility of ectopic pregnancy if PREGNANCY or severe abdominal pain occurs in women using MEDROXYPROGESTERONE CONTRACEPTION 
health,Low dose MORPHINE may blunt the medullary response to CO 2 retention or O 2 decline reducing DYSPNEA and decreasing anxiety without causing significant respiratory depression 
health,Inflammation of the NASAL MUCOUS MEMBRANE marked by hypertrophy of the MUCOUS MEMBRANE of the turbinates and the septum 
health,These agents have an impact on the duration of INFECTION with either INFLUENZA A OR B virus 
health,Eclampsia is unexplained generalized SEIZURES in patients with preECLAMPSIA 
health,Infections produce a typical coryzal illness that is indistinguishable from COLDS caused by other VIRUSES
health,CROHN S DISEASE Presenting symptoms can include DIARRHEA with or without blood fever weight loss fatigue and abdominal pain History chronicity of symptoms and colonoscopic exam with biopsy may differentiate the disorders 
health,i CAMPYLOBACTER INFECTIONS Treatment of infections caused by CAMPYLOBACTER
health,Symptoms and Signs SCHISTOSOME DERMATITIS is a pruritic papular rash where the cercariae penetrate the skin see also Dermatitis Caused by AVIAN AND ANIMAL SCHISTOSOMES below in previously sensitized people 
health,ANAPLASTIC ASTROCYTOMAS are characterized by NUCLEAR ATYPIA and mitotic activity 
health,Uses Staphylococcal and STREPTOCOCCAL INFECTIONS Treatment of serious infections caused by susceptible staphylococci Streptococcus pneumoniae and other STREPTOCOCCI
health,Evidence â POSTMENOPAUSAL BLEEDING is the most frequent presenting symptom of ENDOMETRIAL CARCINOMA 35 
health,To investigate the mechanism of coronary spasm we compared the action of acetylcholine with that of ERGONOVINE in 11 patients with VASOSPASTIC ANGINA and in 15 patients with chest pain group 2
health,If islet cell tolerance could be re induced a major clinical hurdle to curing DIABETES by ISLET CELL NEOGENESIS may be overcome 
health,Kullavanijaya P Reangchainam S Ungpakorn R Randomized single blind study of efficacy and tolerability of TERBINAFINE in the treatment of TINEA CAPITIS
health,Wan S Quinlan DJ Agnelli G et al Thrombolysis compared with HEPARIN for the initial treatment of PULMONARY EMBOLISM
health,This report is of the successful treatment of a patient with multiply DRUG RESISTANT VISCERAL LEISHMANIASIS with a commercially prepared formulation of LIPOSOMAL AMPHOTERICIN B L AmB AmBisome Vestar San Dimas California USA 
health,Fixed dose oral ximelagatran vs adjusted dose warfarin in nonvalvular atrial fibrillation requiring long term anticoagulation therapy at mean 20 months Outcomes Event rate per Difference patient y 95 CI Ximelagatran WARFARIN Any stroke ischemic or hemorrhagic 1 6 1 2 0 45 0 13 to 1 0 or SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION 1 0 1 4 0 4 0 9 to 0 2 
health,PILOCARPINE may be prescribed to treat XEROSTOMIA
health,title A placebo controlled double blind study of the efficacy and safety of ARIPIPRAZOLE in patients with ACUTE BIPOLAR MANIA 
health,Oehrberg S Christiansen PE Behnke K et alPAROXETINE in the treatment of PANIC DISORDER a randomised double blind placebo controlled study 
health,Dismukes WE Cloud G Gallis HA et al Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks 
health,Cloud ML Enas N Offen WW et alNIZATIDINE versus placebo in ACTIVE BENIGN GASTRIC ULCER DISEASE an eight week multicenter randomized double blind comparison 
health,1 Malik IA Moid I Aziz Z Khan S Suleman M A randomized comparison of fluconazole with AMPHOTERICIN B as empiric anti fungal agents in cancer patients with prolonged fever and NEUTROPENIA
health,Multicenter comparison of clarithromycin and AMOXICILLIN in the treatment of ACUTE MAXILLARY SINUSITIS
health,Treatment The current treatments include VORICONAZOLE and liposomal amphotericin B Newer findings suggest use of mild oral steroids for a longer period of time preferably for 6 9 months in ASPERGILLOSIS in pulmonary segment 
health,Illingworth DR Mevinolin plus COLESTIPOL in therapy for SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA
health,1 Rai KR Peterson BL Appelbaum FR Kolitz J Elias L Shepherd L et al Fludarabine compared with CHLORAMBUCIL as primary therapy for CHRONIC LYMPHOCYTIC LEUKEMIA
health,Low dose unfractionated heparin low molecular weight heparin fondaparinux and WARFARIN have all been shown to be efficacious for VTE prevention in surgical patients 
health,Ellis CN Fradin MS Hamilton TA et al Duration of remission during MAINTENANCE CYCLOSPORINE THERAPY for PSORIASIS relationship to maintenance dose and degree of improvement during initial therapy 
health,A phase II single dose trial of tapentadol 25mg 200mg IBUPROFEN 400MG AND MORPHINE IR 60mg was evaluated in POST SURGERY DENTAL PAIN 
health,Lansoprazole provided more effective and faster relief for heartburn than did omeprazole in erosive esophagitis Keywords Esophagitis HEARTBURN Lansoprazole OMEPRAZOLE ACP Journal Club 
health,This approach has been taken with VACCINE s for mumps measles rubella and HEPATITIS B 
health,However a placebo controlled trial failed to show benefit with FLUOXETINE in 54 patients with DEPERSONALIZATION DISORDER 
health,INTRA ARTERIAL IODINE 131 LIPIODOL administration Efficacy demonstrated in unresectable patients those with portal VEIN THROMBUS 
health,138 Aldosterone antagonists The aldosterone antagonists i e SPIRONOLACTONE and eplerenone are another relatively old class of drugs with new data to support use in HEART FAILURE
health,FLUTICASONE PROPIONATE AEROSOL for the treatment of adults with MILD TO MODERATE ASTHMA
health,In general CHONDROITIN SULFATE combined with these other agents was found to alleviate symptoms of OSTEOARTHRITIS compared to placebo 
health,Small JG Milstein V Marhenke JD et al Treatment outcome with CLOZAPINE in tardive dyskinesia neuroleptic sensitivity and TREATMENT RESISTANT PSYCHOSIS
health,Patients with transient risk factors for DVT eg immobilization surgery can discontinue warfarin after 3 to 6 mo Patients with nonmodifiable risk factors eg hypercoagulability spontaneous DVT with no known risk factors or recurrent DVT and patients who have had PE should take WARFARIN for at least 6 mo and probably for life unless complications occur 
health,2 Horowitz LN Spielman SR Greenspan AM Mintz GS Morganroth J Brown R et al Use of amiodarone in the treatment of persistent and PAROXYSMAL ATRIAL FIBRILLATION resistant to QUINIDINE therapy 
health,Beer N Gallegos I Cohen A et al Efficacy of SUBLINGUAL NIFEDIPINE in the acute treatment of SYSTEMIC HYPERTENSION
health,104 152 Prevention of Avian INFLUENZA A VIRUS INFECTIONS Oral Dosage usually recommended for prophylaxis of seasonal influenza A AND B VIRUS INFECTIONS has been recommended 
health,A study of 61 patients with MYELODYSPLASTIC SYNDROME and normocellular or HYPERCELLULAR BONE MARROW who received antithymocyte globulin found that 34 became transfusion independent after treatment 31 
health,1 Sachs G Chengappa KN Suppes T Mullen JA Brecher M Devine NA et al Quetiapine with lithium or DIVALPROEX for the treatment of BIPOLAR MANIA a randomized double blind placebo controlled study 
health,Clopidogrel decreases MI in patients treated with lytics and ASPIRIN 4 an accomplishment also claimed for the early invasive strategy with revascularization of the infarct artery 
health,In combination with paracetamol and isometheptene it is the active ingredient of medications for MIGRAINE and vascular headaches including Epidrin and MIDRIN 
health,â Š Fluoxetine alone at an average dose of 55 mg d was found to significantly benefit function and ALLEVIATE PAIN AND FATIGUE as compared with placebo in a double blind randomized controlled study of 60 FEMALE PATIENTS WITH FMS 99 
health,Some patients are able to prevent FLARES with use of topical sunscreens and ORAL VITAMIN C 
health,HYDROXYUREA in the treatment of POLYCYTHEMIA VERA a prospective study of 100 patients over a 20 year period 
health,Montgomery SA Manceaux AFLUVOXAMINE in the treatment of OBSESSIVE COMPULSIVE DISORDER
health,59 In addition DRONABINOL is approved for the treatment of ANOREXIA associated with weight loss in patients with AIDS starting with 2 5 mg twice daily before lunch and supper and titrating to effect and tolerability 
health,HYOSCYAMINE is used to provide symptomatic relief to various gastrointestinal disorders including spasms peptic ulcers irritable bowel syndrome diverticulitis PANCREATITIS colic and cystitis 
health,Austin CA Cann PA Jones TH et al Exacerbation of diarrhea and pain in patients treated with 5 AMINOSALICYLIC ACID for ULCERATIVE COLITIS
health,In combination with PARACETAMOL and isometheptene it is the active ingredient of medications for MIGRAINE and vascular headaches including Epidrin and Midrin 
health,Wolkow R March JS Safferrman AZ et al A placebo controlled trial of SERTRALINE treatment for PEDIATRIC OCD
health,One randomized controlled trial RCT in children showed that MONTELUKAST plus budesonide improved ASTHMA control better than budesonide alone 1 
health,A 1984 study on COMPLICATED INFLUENZA had found levamisole to be an effective inducer of interferon and had recommended its use in COMBINATION THERAPY for influenza 
health,However INSULIN GLARGINE was associated with a lower incidence of SEVERE HYPOGLYCAEMIA compared with NPH insulin 
health,Agents that have been used include albendazole METRONIDAZOLE and cotrimoxazole for MYOSITIS 
health,A phase II single DOSE TRIAL OF TAPENTADOL 25MG 200MG ibuprofen 400mg and morphine IR 60mg was evaluated in POST SURGERY DENTAL PAIN 
health,1 Guillevin L Cordier JF Lhote F Cohen P Jarrousse B Royer I et al A prospective multicenter randomized trial comparing steroids and pulse cyclophosphamide versus steroids and ORAL CYCLOPHOSPHAMIDE in the treatment of GENERALIZED WEGENER S GRANULOMATOSIS
health,January 2010 Volume 152 Number 1 Therapeutics Higher dose dabigatran reduced STROKE but not major hemorrhage more than WARFARIN in atrial fibrillation 
health,For long term therapy of CMV retinitis in patients with HIV infection Valganciclovir 900 mg p o b i d for 21 days then 900 mg p o q d for maintenance First choice For CMV retinitis and other advanced CMV INFECTIONS in immunocompromised patients FOSCARNET 90 mg kg I V b i d 
health,Van der Willigen AH van der Hoek JCS Wagenvoort JHT et al Comparative double blind study of 200 and 400 mg ENOXACIN given orally in the treatment of ACUTE UNCOMPLICATED URETHRA GONORRHEA in males 
health,Natalizumab plus INTERFERON BETA 1A for relapsing MULTIPLE SCLEROSIS
health,Webster G Combination AZELAIC ACID therapy for ACNE VULGARIS 
health,Parker PM Chao N Nademanee A et alTHALIDOMIDE as salvage therapy for chronic GRAFT VERSUS HOST DISEASE
health,Treatment DANTROLENE SODIUM the only available medical treatment for MALIGNANT HYPERTHERMIA The current treatment of choice is the intravenous administration of dantrolene the only known antidote discontinuation of triggering agents and supportive therapy directed at correcting hyperthermia acidosis and organ dysfunction 
health,Terrific Broth is used with GLYCEROL in cultivating recombinant strains of ESCHERICHIA COLI 
health,Stevens RJ Andujar C Edwards CJ et alTHALIDOMIDE in the treatment of the CUTANEOUS MANIFESTATIONS OF LUPUS ERYTHEMATOSUS experience in sixteen consecutive patients 
health,Premedication with corticosteroids is recommended before each administration of DOCETAXEL to reduce FLUID RETENTION and hypersensitive reactions 
health,Laboratory studies of NONI S effect on TUMORS in mice include evidence for reduced growth of capillaries in tumor explants 
health,â Š Nonsedating agents during the daytime for concurrent ALLERGIC RHINITIS or conjunctivitis noting that they may not be effective for treating itch and rash â See table Drug Treatment for ATOPIC DERMATITIS
health,Caffeic acid and its derivative CAFFEIC ACID PHENETHYL ESTER have shown TUMOR SHRINKING PROPERTIES 
health,Zarfin Y Koren G Perlman M Digoxin and INDOMETHACIN in preterm infants with PDA
health,It is an ANTIOXIDANT and helps reduce FATIGUE 
health,Association of suicide attempts with ACNE and treatment with ISOTRETINOIN retrospective Swedish cohort study
health,Acyclovir or FAMCICLOVIR are treatments of choice for both ZOSTER and herpes simplex reactivation 
health,2007 07 18 VITAMIN C for preventing and treating the COMMON COLD
health,The dose of LOPRAZOLAM for INSOMNIA is usually 1 mg but can be increased to 2 mg if necessary 
health,Some patients may require more basal insulin and a greater total daily insulin dosage to prevent PREPRANDIAL HYPERGLYCEMIA when using INSULIN ASPART than when using insulin human regular 
health,Treatment normally consists in maintaining A GOOD HYGIENE OF THE EYE and holding WARM COMPRESSES on the affected eyelid to remove the crusts 
health,Webster GF Berson D Stein LF et al Efficacy and tolerability of once daily tazarotene 0 1 gel versus once daily TRETINOIN 0 025 GEL in the treatment of FACIAL ACNE VULGARIS a randomized trial 
health,GABAPENTIN was more effective than placebo for PAIN relief and improvement in sleep and quality of life 1 trial 
health,Podzamczer D Miro JM Bolao F et al Twice weekly maintenance therapy with SULFADIAZINE PYRIMETHAMINE to prevent RECURRENT TOXOPLASMIC ENCEPHALITIS in patients with AIDS 
health,Postoperative FONDAPARINUX VERSUS POSTOPERATIVE enoxaparin for prevention of VENOUS THROMBOEMBOLISM after elective hip replacement surgery a randomised double blind trial 
health,A long term trial with CLOFAZIMINE in reactive LEPROMATOUS LEPROSY
health,PHOTODYNAMIC THERAPY controls tumors by using targeted dyes and bright light to illuminate TUMORS 
health,1 Pediatric Use Safety and efficacy of insulin lispro in fixed combination with insulin lispro protamine not established in children 165 Insulin lispro has been used in children aged 3 18 years of age with TYPE 1 DIABETES MELLITUS 1 51 74 and preliminary data suggest no unusual effects of INSULIN LISPRO therapy in adolescents receiving the drug 
health,11 Benazepril Amlodipine Fixed combination Therapy for HYPERTENSION Oral In studies using benazepril AMLODIPINE fixed combination in dosages of benazepril hydrochloride 10 40 mg daily and amlodipine 2 5 10 mg daily BP response increased with increasing amlodipine dosage in all patient groups and increased with increasing benazepril dosage in nonblack patient groups 
health,Antiepileptic agents often include phenytoin or carbamazepine for partial seizures valproic acid for absence seizures and any of these agents or phenobarbital with or without newer drugs such as gabapentin or LAMOTRIGINE for generalized SEIZURES
health,In gymnastics rock climbing weight lifting and tug of war chalk now usually magnesium carbonate is applied to the hands to remove PERSPIRATION and reduce SLIPPING 
health,SWAINSONINE S activity against TUMORS is attributed to its stimuation of macrophages cite journal 
health,DEFLUX is injected around the ureteral opening to create a mound that stops URINARY REFLUX 
health,METHOTREXATE followed by misoprostol may also be used to terminate early PREGNANCY
health,13 Trichostrongyliasis Treatment of TRICHOSTRONGYLIASIS caused by TRICHOSTRONGYLUS
health,Specifically pulmonary edema has been reported to develop in patients with PVOD when treated with agents used in PAH including epoprostenol and BOSENTAN
health,Other Infections Pneumocystis jiroveci formerly P CARINII has essentially been eliminated by routine prophylaxis with TRIMETHOPRIM SULFAME THOXAZOLE or an alternative agent 
health,The object of the present investigation was to identify those who among high risk patients would break through LOW DOSE HEPARIN PROPHYLAxis and develop thromboeMBOLISM AFTER MAjor abdominal surgery 
health,Although this patient still required modafinil for daytime sleepiness after initation of sodium oxybate in some patients both excessive daytime sleepiness and CATAPLEXY are adequately controlled with just SODIUM OXYBATE 
health,CHLORAMPHENICOL audio A broad spectrum antibiotic employed internationally for the treatment of SALMONELLOSIS ricksettsial diseases and meningitis 
